;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184
2021-09-15;24;60;60;42;36;64;24;18;24;90;24;78;42;12;48;24;6;36;60;150;192;162;156;120;4;150;6;30;8;16;30;104;72;64;184;114;192;0;18;282;8;24;30;24;60;42;30;30;32;18;12;4;24;352;64;72;64;98;8;20;0;12;0;0;0;0;72;32;14;0;0;0;6;30;0;0;36;60;16;2;44;26;60;48;120;18;24;0;0;8;2;6;0;10;64;6;0;150;116;42;30;18;6;12;0;18;0;48;174;198;120;128;8;40;0;6;12;6;60;426;18;6;16;0;0;32;0;0;0;20;84;84;68;76;0;0;72;74;158;96;36;24;24;84;42;40;54;42;96;2;6;32;130;62;36;12;42;66;60;0;0;54;12;18;60;26;0;34;4;12;154;26;40;14;2;0;6;40;38;0;176;0;12;162;42
2021-09-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;8;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;8;56;8;24;12;8;0;0;0;6;96;0;8;0;6;0;0;0;0;0;0;0;6;0;0;14;108;78;8;10;0;0;0;6;2;0;0;20;50;12;0;162;128;36;32;20;12;6;0;12;0;6;84;78;120;114;0;24;12;6;12;6;0;744;0;18;28;20;0;0;0;16;6;40;0;0;0;0;20;4;46;12;82;0;4;6;10;24;30;48;30;30;98;0;0;0;172;90;48;24;42;36;42;0;0;60;0;18;24;12;0;6;0;6;36;0;0;0;0;0;0;62;54;12;248;0;18;186;36
2021-09-17;18;42;30;24;12;40;18;12;18;48;6;30;12;18;30;6;6;30;6;84;102;42;78;42;0;54;0;30;8;4;18;8;40;0;88;18;54;0;0;174;0;12;12;0;72;18;36;0;8;6;6;0;30;136;40;8;128;104;24;40;0;0;0;0;0;18;120;40;6;0;24;0;0;0;0;0;12;36;24;0;26;72;102;60;56;28;12;0;0;14;6;18;0;10;58;6;0;102;108;36;48;48;24;6;0;30;18;48;144;168;138;134;8;8;0;6;24;6;60;378;36;36;12;0;6;24;0;8;6;36;72;8;10;16;0;0;98;71;74;16;20;42;22;54;66;0;96;84;142;0;6;8;160;60;66;12;36;48;48;0;0;66;0;30;24;16;0;30;4;0;50;8;22;14;0;2;0;32;38;0;96;0;12;144;30
2021-09-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;6;6;26;0;0;0;0;96;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;90;48;0;4;0;0;0;0;0;0;0;10;20;0;0;60;50;0;0;0;0;0;0;0;0;0;0;6;0;96;0;20;12;6;0;6;0;294;0;0;28;40;0;0;0;0;0;20;0;0;0;0;32;4;22;36;32;8;0;0;2;0;6;24;0;0;56;0;0;0;80;24;48;6;42;36;36;0;0;0;0;0;12;6;0;0;0;6;0;0;0;0;0;0;0;40;30;32;64;0;18;90;36
2021-09-20;60;18;42;24;6;64;6;12;18;42;18;84;72;18;54;24;0;18;24;84;72;60;72;60;4;48;0;30;8;12;6;80;56;32;264;36;66;0;18;204;16;12;12;24;30;66;18;12;48;12;0;0;36;136;16;80;24;74;16;22;0;0;0;0;0;18;96;48;10;24;12;0;0;6;8;8;36;36;12;4;28;28;114;78;72;14;12;0;0;6;2;0;0;10;26;18;0;60;80;60;54;36;18;18;6;30;12;48;198;258;84;82;8;40;0;12;6;0;96;198;6;12;40;4;12;32;4;8;12;6;60;10;10;20;0;0;84;117;108;24;18;42;16;42;54;16;54;48;126;2;0;16;74;122;42;30;54;54;36;4;0;36;0;36;78;38;0;66;4;6;146;36;32;24;0;0;0;30;22;0;168;0;12;114;24
2021-09-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;32;8;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;88;24;32;6;0;20;0;0;0;6;64;32;22;0;6;0;0;0;0;0;0;0;2;0;0;18;66;36;24;2;0;0;0;6;4;12;0;20;46;0;0;174;114;42;24;24;0;6;0;12;12;36;78;114;96;102;0;12;12;12;18;12;6;162;30;12;12;0;0;0;0;16;12;32;0;0;0;0;0;16;42;14;70;0;6;24;6;6;60;40;48;36;244;0;6;24;96;50;60;30;24;36;24;0;0;24;0;36;0;0;0;12;0;6;48;0;0;0;0;0;0;52;30;32;224;0;12;132;36
2021-09-22;42;60;42;84;42;24;36;24;42;66;30;36;18;6;30;12;12;18;30;138;162;138;174;120;0;72;0;42;16;20;24;80;80;16;240;84;150;0;6;252;16;12;6;30;60;54;54;12;40;6;18;0;12;232;40;40;32;138;24;38;6;56;0;0;6;0;136;8;0;0;12;0;6;12;0;0;12;24;20;0;30;40;66;66;152;24;12;0;0;8;4;0;0;10;26;0;0;162;128;36;52;40;0;0;12;24;0;30;156;186;90;120;4;44;6;6;12;12;90;288;18;18;28;80;12;16;2;0;6;30;42;10;8;12;0;12;113;74;76;32;14;54;16;48;66;16;66;36;188;0;0;14;160;60;36;24;36;36;42;0;0;42;6;48;24;18;0;54;4;6;46;14;34;8;0;0;0;38;38;20;320;6;12;222;30
2021-09-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;8;56;16;28;0;20;0;0;12;12;136;0;0;24;12;0;0;0;0;0;0;0;18;0;0;30;96;90;16;16;0;0;0;6;0;0;0;20;50;0;0;192;134;30;28;12;0;6;0;12;0;12;96;90;84;132;0;12;12;6;30;6;0;282;0;6;32;0;0;56;0;0;0;20;0;0;0;0;0;0;30;8;58;8;0;18;0;30;30;0;72;18;236;0;0;0;138;88;60;12;42;42;36;0;0;54;0;24;18;12;0;30;0;0;30;0;0;0;0;0;6;56;46;0;384;6;24;198;78
2021-09-24;36;48;48;12;24;56;24;12;18;60;0;36;36;6;30;12;0;30;0;66;60;72;72;72;4;30;0;48;4;8;30;32;32;0;64;48;48;0;18;174;8;6;0;6;36;30;18;12;8;0;0;0;12;104;32;16;48;112;8;40;0;0;0;0;0;6;120;8;4;0;132;0;0;6;8;0;12;36;20;0;22;48;96;66;16;30;12;0;0;4;0;0;0;10;36;12;0;84;110;72;72;24;24;0;0;36;0;48;162;180;126;140;12;4;0;0;6;0;72;198;24;30;8;0;12;0;2;0;0;30;36;4;6;12;0;0;139;113;246;0;26;24;50;54;60;0;78;42;238;2;0;10;86;78;66;0;30;54;42;0;0;66;0;6;36;20;0;22;12;0;42;4;4;12;0;2;0;40;16;0;176;0;12;126;18
2021-09-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;56;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;34;16;8;0;6;0;0;0;0;32;32;4;48;30;0;0;0;0;0;0;0;2;0;0;2;102;54;24;0;0;0;0;0;0;0;0;20;36;12;0;78;60;0;10;4;6;6;0;0;0;0;6;42;12;84;0;20;6;12;0;0;0;174;6;0;16;40;0;0;0;8;12;20;0;0;0;0;0;0;30;35;32;8;0;0;2;0;6;56;6;0;200;0;0;18;70;64;24;30;36;24;24;0;0;0;0;36;12;6;0;18;0;6;30;12;0;0;0;0;0;40;38;48;176;0;24;108;36
2021-09-27;24;60;54;48;18;48;36;12;12;84;18;42;42;18;24;30;12;24;30;102;138;72;102;114;0;66;6;30;8;16;36;72;72;24;176;60;102;6;6;204;0;12;12;24;36;36;36;0;24;0;0;8;30;136;24;88;40;160;8;26;18;8;0;0;6;6;64;24;4;0;78;0;42;48;40;8;30;78;18;6;28;50;102;72;56;24;6;0;0;8;6;0;0;10;10;6;0;60;56;60;30;36;24;24;0;18;18;36;156;192;102;94;12;16;0;12;12;18;126;96;18;6;44;0;12;16;4;0;12;10;36;12;10;16;30;0;147;141;122;32;22;36;58;48;42;24;54;60;194;2;0;8;96;92;66;12;30;42;36;0;0;30;0;42;48;40;0;36;8;6;92;18;22;10;0;0;0;16;16;20;136;0;6;60;48
2021-09-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;32;24;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;48;12;0;38;0;0;6;0;72;24;4;0;66;0;0;0;0;0;0;0;2;0;0;26;66;48;24;12;0;0;0;2;2;0;0;10;46;0;0;120;94;42;28;38;6;0;6;6;18;42;72;138;78;84;0;0;6;6;12;12;0;192;18;6;0;0;0;0;0;16;0;40;0;0;0;0;0;14;82;58;112;16;0;18;0;18;48;16;36;48;132;0;18;6;126;70;60;18;24;36;24;0;0;24;6;42;0;6;0;12;6;0;30;18;0;0;0;0;0;54;16;12;200;0;12;72;54
2021-09-29;24;66;54;54;36;64;24;24;18;72;12;54;36;12;42;24;0;12;36;180;120;126;174;150;0;102;0;24;8;16;60;112;152;32;96;90;144;18;24;270;8;24;6;24;54;24;42;18;24;6;0;4;42;264;40;32;16;232;24;32;12;76;0;0;0;6;72;48;22;0;96;0;138;204;48;0;12;258;12;0;36;40;60;54;96;16;6;0;0;12;8;0;0;10;58;6;0;162;130;42;60;42;0;6;6;30;24;42;132;204;120;144;12;40;6;12;12;0;90;264;18;6;24;0;18;24;0;8;0;20;36;6;6;12;120;0;201;100;346;8;24;30;62;54;54;32;54;36;150;0;12;24;130;92;42;18;30;54;42;0;0;48;0;54;40;32;0;20;0;0;50;18;14;6;0;4;0;32;22;20;160;0;6;126;30
2021-09-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;10;12;80;0;0;0;18;56;0;0;0;72;0;0;0;0;0;0;0;6;0;0;16;102;66;16;14;0;0;0;4;2;0;0;0;40;0;0;156;140;36;34;22;0;0;0;18;6;24;84;96;96;180;0;16;12;0;24;6;0;210;6;18;48;60;0;0;0;0;0;30;0;0;0;0;0;0;133;72;154;0;0;6;0;18;54;32;36;12;274;0;0;0;140;102;48;24;42;48;42;0;0;42;0;6;0;12;0;30;0;12;120;18;0;0;0;0;0;62;32;0;192;0;18;186;72
2021-10-01;18;48;42;48;24;64;24;18;24;78;6;54;30;12;42;12;6;30;6;102;96;66;84;96;0;54;0;30;8;12;18;48;96;0;112;36;54;0;6;204;8;18;12;12;30;24;12;0;16;0;6;4;18;104;32;32;0;176;8;32;0;46;0;0;0;6;40;8;6;0;138;0;102;126;24;0;6;186;24;2;16;56;108;78;72;24;24;0;0;10;2;0;0;0;30;12;0;78;108;36;48;84;12;12;0;30;6;48;156;144;108;68;4;4;6;6;12;0;36;204;18;30;16;0;12;0;4;0;0;30;36;12;8;10;0;0;204;147;168;0;22;36;48;36;48;16;60;60;206;2;12;16;122;64;72;0;42;60;42;0;0;66;0;0;20;12;0;18;4;6;54;14;22;14;0;2;0;40;16;0;128;0;18;144;36
2021-10-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;40;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;8;66;24;6;0;32;0;0;6;0;56;32;2;0;60;0;0;0;0;0;0;0;4;0;0;14;90;60;56;4;0;0;0;0;0;0;0;0;36;12;0;48;82;6;0;12;6;0;0;0;0;0;6;42;12;84;0;8;6;6;0;0;0;180;6;0;44;20;0;8;0;0;12;20;0;0;0;0;40;0;30;35;32;16;0;0;2;0;0;24;6;0;132;0;0;18;86;38;36;12;0;24;24;0;0;0;6;36;6;18;0;18;0;0;30;12;0;0;0;0;0;30;6;40;56;0;12;108;36
2021-10-04;30;54;24;42;18;56;24;18;6;90;18;60;36;12;60;12;12;30;30;84;72;78;138;114;8;78;0;36;16;12;36;96;40;48;176;48;84;0;12;210;0;18;18;12;18;36;18;18;32;0;0;0;12;352;48;104;24;184;40;34;18;68;0;0;0;6;72;24;4;0;60;0;162;168;40;8;24;264;20;4;22;44;84;96;48;20;12;0;0;8;6;0;0;30;38;12;0;96;68;48;46;42;24;12;0;24;18;36;180;222;96;120;24;36;6;6;0;12;96;138;18;12;52;80;24;24;2;0;12;30;42;16;16;16;48;0;150;98;138;24;26;42;28;36;48;32;66;30;178;0;0;38;96;106;54;6;36;48;54;0;0;60;0;48;56;32;0;44;8;12;52;22;26;18;4;10;6;30;38;24;120;6;12;90;72
2021-10-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;8;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;32;6;0;66;0;0;0;6;56;0;8;0;78;0;0;0;0;0;0;0;2;0;0;20;72;42;16;4;0;0;0;4;4;0;0;0;36;0;0;138;96;30;60;48;12;12;0;18;18;36;72;144;60;72;0;24;6;12;24;6;6;162;12;18;32;0;0;0;0;8;6;10;0;0;0;0;48;0;87;47;130;16;0;24;2;24;48;24;36;42;92;0;0;0;100;66;48;18;30;36;30;0;0;36;0;60;12;12;0;18;0;0;36;6;0;0;0;0;0;40;24;0;184;0;18;144;42
2021-10-06;42;60;60;54;36;64;24;24;12;48;12;102;48;6;54;6;6;36;60;120;138;114;150;186;12;102;6;72;8;24;60;80;88;40;272;108;144;0;30;258;8;6;0;30;60;42;36;0;0;18;6;4;18;424;48;48;16;216;8;38;84;34;0;0;0;6;48;32;14;0;72;0;168;204;8;0;30;246;16;4;22;42;60;42;72;24;36;0;0;4;0;0;0;0;108;12;0;192;130;12;18;18;0;0;0;12;12;42;162;156;96;118;20;12;0;12;90;0;72;342;24;18;40;0;30;8;0;96;6;10;42;14;20;16;48;10;136;106;128;24;28;60;28;54;42;24;48;30;108;2;6;18;134;60;54;24;48;54;36;0;0;42;0;30;42;62;0;36;8;6;54;24;20;10;0;0;0;32;32;24;208;0;18;180;36
2021-10-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;16;28;12;72;0;0;0;6;56;16;2;0;48;0;0;0;0;0;0;0;16;0;0;36;90;48;0;20;0;0;0;2;0;0;0;20;68;0;0;138;136;30;20;26;6;0;0;18;0;12;72;114;84;144;0;24;0;6;30;12;0;186;12;24;48;80;0;0;0;8;0;30;0;0;0;0;0;0;40;24;126;0;0;6;0;12;24;24;42;6;78;0;0;0;122;114;60;12;48;42;42;0;0;54;0;24;18;12;0;12;0;6;60;0;0;0;0;0;0;54;16;40;136;6;18;174;60
2021-10-08;24;42;24;36;12;88;42;24;48;96;12;72;42;30;78;42;18;48;12;144;120;90;150;114;0;90;0;60;16;36;12;56;120;16;136;42;72;6;0;216;8;18;24;30;42;12;36;12;0;6;0;0;30;272;32;32;16;152;0;48;6;8;0;0;0;6;128;8;6;0;42;0;60;126;8;0;18;162;24;8;20;54;132;78;48;30;12;0;0;8;6;0;0;0;46;12;0;90;84;66;66;36;18;18;6;24;18;78;174;246;114;92;20;12;6;0;24;6;66;162;18;24;12;0;6;8;2;8;0;20;42;8;10;14;0;0;94;55;86;8;24;30;24;42;72;24;48;48;104;0;18;40;94;108;54;12;30;66;36;0;0;48;0;6;30;16;0;36;8;0;76;24;30;0;0;2;0;46;16;0;192;6;12;138;78
2021-10-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;8;80;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;8;20;0;2;30;14;12;0;0;0;64;24;2;0;6;0;0;0;0;0;0;0;0;0;0;0;78;54;24;0;0;0;0;0;0;0;0;0;42;18;0;54;40;6;4;10;0;0;6;0;0;0;6;24;12;72;0;20;0;0;0;24;6;180;12;0;16;20;0;8;0;0;12;10;0;0;0;0;40;4;20;40;32;8;0;0;0;0;0;16;6;0;30;0;0;0;72;48;36;18;36;12;24;0;0;0;6;12;12;6;0;6;0;0;0;0;0;0;0;0;0;30;22;96;72;0;18;120;24
2021-10-11;12;48;78;48;54;64;42;36;42;102;24;78;60;24;60;18;18;42;24;66;48;72;150;96;12;66;0;54;16;20;30;48;40;56;320;36;84;0;18;222;16;18;12;18;78;36;18;6;8;12;12;8;12;280;24;104;48;100;32;20;12;6;0;0;0;0;144;32;8;24;12;0;114;162;40;8;18;204;18;4;32;30;108;78;56;14;6;0;0;8;2;6;0;10;44;12;0;66;52;48;54;24;18;18;0;30;24;48;210;216;84;68;20;28;6;18;48;12;138;564;24;12;64;0;42;16;2;16;12;26;54;12;14;20;0;0;92;97;72;24;26;48;26;42;54;40;36;48;218;2;12;28;74;120;54;30;24;54;66;0;0;66;0;42;54;36;0;58;12;6;146;14;20;8;2;6;0;30;36;0;88;0;12;96;30
2021-10-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;16;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;32;6;0;14;0;0;6;0;64;16;6;0;6;0;0;0;0;0;0;0;4;0;0;16;78;54;24;10;0;0;0;2;0;0;0;0;20;0;0;180;78;24;50;50;18;6;0;18;12;24;72;120;84;72;0;24;6;6;36;6;0;480;18;18;20;80;0;8;0;8;0;20;0;0;0;0;48;6;34;10;44;8;6;24;12;18;66;16;30;42;210;0;6;6;100;46;48;12;24;36;24;0;0;36;0;36;6;6;0;12;0;0;18;6;0;0;0;0;6;46;30;0;184;6;18;96;60
2021-10-13;60;66;84;84;54;104;60;42;48;114;18;60;30;36;72;48;18;48;54;126;132;96;150;162;0;96;24;72;16;12;42;88;56;40;280;120;186;0;30;294;8;36;42;48;126;42;18;12;24;18;12;0;30;352;56;64;8;110;32;30;18;24;0;0;6;0;80;16;16;0;24;0;114;198;56;0;24;198;12;6;26;28;60;54;112;20;18;0;0;8;6;12;0;20;70;12;0;192;124;18;42;30;6;18;0;24;0;30;204;192;72;132;24;28;0;0;30;6;108;582;30;0;24;40;48;8;0;16;6;20;24;12;18;22;20;0;82;78;60;0;24;12;24;54;42;48;30;42;202;2;0;26;118;100;60;30;42;66;60;0;0;42;6;36;34;26;0;30;4;0;104;24;28;20;0;0;0;44;6;0;240;0;12;186;48
2021-10-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;46;0;16;18;0;0;0;0;12;136;24;4;0;24;0;0;0;0;0;0;0;10;0;0;30;126;102;8;6;0;0;0;2;0;0;0;20;40;0;0;174;120;42;26;32;0;0;0;12;0;30;66;114;90;132;0;56;6;18;42;12;0;822;6;6;52;0;0;8;0;16;0;40;0;0;0;0;0;0;33;4;76;8;0;12;0;18;24;16;30;42;304;0;0;0;130;64;54;24;48;36;36;0;0;66;0;24;18;18;0;24;0;6;30;6;0;0;0;0;0;62;46;0;240;0;24;186;72
2021-10-15;36;42;66;30;36;64;24;30;12;108;12;54;42;18;48;36;0;30;18;120;108;84;96;144;0;72;6;36;8;12;30;40;32;0;112;36;54;6;6;186;24;18;18;12;474;24;12;12;0;198;126;8;24;152;40;32;16;142;8;36;6;8;0;4;0;12;128;16;10;0;24;4;30;102;56;0;18;54;24;2;16;52;114;78;40;24;6;0;0;14;6;0;0;0;48;18;0;78;84;30;48;18;18;12;0;18;6;36;144;192;96;94;20;8;6;0;24;0;60;516;12;36;16;0;36;0;4;0;0;20;36;10;10;12;0;0;85;53;108;8;38;60;32;48;48;16;78;18;146;0;0;12;84;76;48;0;36;78;54;0;0;66;0;0;30;26;0;22;8;0;72;14;20;0;0;0;6;40;0;0;56;0;18;126;42
2021-10-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;26;8;10;30;22;0;0;6;0;96;16;0;0;12;0;0;0;0;0;0;0;4;0;0;0;102;72;24;6;0;0;0;0;0;0;0;0;26;12;0;72;70;0;0;6;6;0;0;0;0;0;0;36;18;90;0;16;6;6;0;0;0;468;6;0;16;20;0;16;0;8;12;20;0;0;0;0;64;4;30;48;44;8;0;0;0;0;6;16;0;0;124;0;0;6;64;48;36;18;42;24;24;0;0;0;12;30;12;12;0;12;0;6;30;0;0;0;0;0;0;52;6;40;104;6;12;96;48
2021-10-18;30;54;30;54;12;64;30;6;24;78;18;54;60;12;78;18;6;30;24;114;84;72;72;132;4;60;6;42;8;12;24;96;48;40;248;66;78;0;12;240;0;12;6;24;474;24;24;18;16;210;120;0;24;248;16;56;32;140;8;28;30;6;0;4;0;12;128;48;10;0;18;4;12;138;96;8;18;54;14;10;30;50;132;90;40;22;6;0;0;8;2;0;0;0;50;12;0;96;58;54;30;24;18;18;6;24;30;42;162;216;78;52;8;4;0;0;12;12;102;438;36;18;24;0;0;24;6;0;6;10;30;274;256;236;0;0;87;86;520;424;20;30;26;324;42;0;42;54;178;0;6;10;112;110;66;12;24;54;60;0;0;54;0;36;34;16;0;24;0;0;70;0;16;8;0;0;0;58;22;48;128;0;12;90;72
2021-10-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;24;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;8;44;40;14;0;8;0;0;6;6;88;16;0;0;12;0;0;0;0;0;0;0;10;0;0;20;78;60;24;14;0;0;0;4;2;0;0;0;20;0;0;186;78;42;66;72;6;6;12;12;18;42;84;114;78;78;0;8;0;0;42;12;0;330;18;12;32;0;0;0;0;0;6;20;0;0;0;0;40;0;35;23;76;16;6;30;14;18;54;48;60;78;172;0;18;18;134;58;66;0;18;30;30;0;0;42;6;60;6;0;0;24;0;6;66;12;0;0;0;0;0;24;6;0;192;0;24;90;72
2021-10-20;66;102;78;66;54;56;72;24;36;90;30;36;48;12;30;6;6;30;54;228;198;138;150;180;4;126;12;78;44;12;48;64;120;96;224;78;192;6;42;306;0;24;12;36;690;36;18;18;32;276;126;0;30;200;56;56;16;134;24;30;36;6;0;0;6;6;136;16;12;0;18;0;12;102;72;0;24;48;18;8;24;38;54;54;152;20;12;0;0;4;4;0;0;0;42;6;0;228;126;18;48;42;0;6;0;12;12;36;162;210;54;106;12;8;12;12;6;6;66;168;30;12;24;0;48;0;0;0;6;20;48;8;10;20;48;8;113;80;48;0;28;30;28;18;54;48;60;24;86;2;0;16;108;92;42;18;36;66;48;0;0;24;0;36;46;38;0;26;8;6;76;12;20;6;0;0;6;48;30;40;184;0;12;162;72
2021-10-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;50;16;22;12;8;0;0;6;6;136;0;0;0;24;0;0;0;0;0;0;0;6;0;0;22;144;114;8;8;0;0;0;4;0;0;0;0;64;0;0;216;124;30;32;32;6;6;6;12;0;30;90;78;84;96;0;36;12;6;24;6;0;264;12;12;36;40;0;0;0;0;0;20;0;0;0;0;20;0;44;24;48;0;0;6;18;12;18;24;24;48;80;0;0;0;152;122;72;24;48;30;48;0;0;54;0;12;30;12;0;30;0;6;78;6;0;0;0;0;6;48;24;0;288;6;30;198;96
2021-10-22;30;72;48;36;12;64;42;12;30;54;6;36;12;0;66;30;0;24;36;96;102;54;84;150;4;72;12;36;8;8;36;48;56;8;120;36;60;6;0;228;8;6;6;12;528;24;12;0;0;120;60;0;30;144;24;40;0;116;8;32;0;26;0;0;0;18;176;16;10;0;6;2;12;72;32;0;6;24;28;2;18;60;90;78;40;34;18;0;0;20;10;0;0;20;20;24;0;84;106;54;84;48;12;12;0;12;18;48;138;216;120;76;8;12;6;0;30;0;54;246;30;30;16;0;0;0;0;8;12;36;42;0;2;10;40;0;42;50;58;0;26;36;18;78;84;40;60;54;112;4;6;10;124;108;30;12;0;72;60;4;0;42;0;30;20;26;0;22;12;0;50;8;22;18;0;0;0;52;22;32;64;0;12;120;30
2021-10-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;34;16;8;18;0;0;0;6;0;80;8;8;0;12;0;0;0;0;0;0;0;4;0;0;4;96;48;40;2;0;0;0;0;0;0;0;20;26;0;0;54;86;0;0;6;0;0;0;0;0;0;0;24;6;54;0;16;0;12;0;6;0;186;12;0;32;0;0;8;0;16;6;20;0;0;0;0;0;0;32;50;24;0;0;0;0;0;12;32;6;6;108;0;0;6;46;40;24;6;30;12;0;0;0;0;0;24;12;12;0;18;0;0;36;0;0;0;0;0;0;40;0;0;48;0;12;114;24
2021-10-25;12;66;54;54;36;32;42;12;12;78;24;42;30;12;30;12;0;12;30;102;66;90;90;72;0;30;6;36;12;12;36;96;72;48;112;66;96;0;6;192;0;24;18;6;132;24;18;12;32;102;48;0;6;184;24;32;16;100;24;10;36;0;0;0;0;6;128;24;6;0;12;0;12;90;64;16;30;60;10;6;18;36;132;90;136;20;18;0;0;70;46;6;0;10;28;12;0;72;86;30;40;12;6;0;0;18;0;54;168;210;84;60;8;28;0;6;30;0;114;156;18;18;80;120;0;8;2;0;6;20;30;6;2;2;40;0;115;105;92;16;30;114;26;36;54;0;60;48;98;52;12;26;76;104;54;24;36;108;114;0;0;48;0;36;60;38;0;56;4;12;98;26;22;10;0;0;12;36;36;40;128;0;12;108;60
2021-10-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;28;24;10;0;14;0;0;0;6;96;8;6;0;18;0;0;0;0;0;0;0;4;0;0;34;102;78;16;4;0;0;0;4;0;0;0;10;20;0;0;156;64;36;18;30;12;0;0;6;0;30;66;108;54;72;0;8;0;6;30;6;6;180;24;18;8;0;0;8;0;0;6;30;0;0;0;0;40;10;44;15;80;0;0;18;0;18;30;0;42;24;96;0;6;6;102;68;54;6;30;60;42;0;0;54;18;36;6;6;0;0;0;6;48;6;0;0;0;0;0;46;32;0;176;0;12;96;54
